index,para_name,W_in,W_out,lambda_center_nm,T_list2_center,valid,status,basic_mat_path
56,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1,0.55,1550,0.997588065838853,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
57,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.05_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.05,0.55,1550,0.997513527127405,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.05_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
58,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.1_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.1,0.55,1550,0.997413943548919,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.1_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
59,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.15_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.15,0.55,1550,0.997214148023471,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.15_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
60,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.2_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.2,0.55,1550,0.997072161319154,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.2_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
61,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.25_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.25,0.55,1550,0.996979933978522,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.25_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
62,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.3_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.3,0.55,1550,0.996970775001501,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.3_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
63,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.35_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.35,0.55,1550,0.997008361998288,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.35_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
64,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.4_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.4,0.55,1550,0.996843825375684,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.4_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
65,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.45_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.45,0.55,1550,0.996567559666563,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.45_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
66,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.5_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.5,0.55,1550,0.995303673325835,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.5_W_out_0.55_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
67,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.45_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.45,0.6,1550,1.00052528128019,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.45_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
68,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.5_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.5,0.6,1550,1.00043687730747,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.5_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
69,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.55_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.55,0.6,1550,1.00004602888045,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.55_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
70,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.6_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.6,0.6,1550,0.999879990677866,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.6_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
71,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.65_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.65,0.6,1550,0.999503839520322,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.65_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
72,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.7_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.7,0.6,1550,0.999201750074402,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.7_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
73,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.75_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.75,0.6,1550,0.999016750515841,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.75_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
74,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.8_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.8,0.6,1550,0.998775618059873,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.8_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
75,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.85_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.85,0.6,1550,0.998532317735414,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.85_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
76,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.9_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.9,0.6,1550,0.998439268569982,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.9_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
77,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.95_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.95,0.6,1550,0.998263866429266,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.95_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
78,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1,0.6,1550,0.998086526692201,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
79,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.05_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.05,0.6,1550,0.997977143408917,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.05_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
80,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.1_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.1,0.6,1550,0.997845934050877,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.1_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
81,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.15_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.15,0.6,1550,0.997705566969263,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.15_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
82,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.2_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.2,0.6,1550,0.997368361094995,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.2_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
83,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.25_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.25,0.6,1550,0.997364643022336,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.25_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
84,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.3_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.3,0.6,1550,0.997471843880986,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.3_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
85,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.35_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.35,0.6,1550,0.997435853494332,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.35_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
86,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.4_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.4,0.6,1550,0.997173945257562,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.4_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
87,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.45_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.45,0.6,1550,0.996799236789552,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.45_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
88,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.5_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.5,0.6,1550,0.99594304390237,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.5_W_out_0.6_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
89,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.45_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.45,0.65,1550,1.00081722232805,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.45_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
90,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.5_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.5,0.65,1550,1.00062584947258,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.5_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
91,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.55_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.55,0.65,1550,1.00044722383185,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.55_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
92,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.6_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.6,0.65,1550,0.999997059015771,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.6_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
93,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.65_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.65,0.65,1550,0.999833968610925,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.65_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
94,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.7_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.7,0.65,1550,0.999538114053321,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.7_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
95,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.75_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.75,0.65,1550,0.999320624122212,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.75_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
96,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.8_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.8,0.65,1550,0.999066058593381,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.8_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
97,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.85_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.85,0.65,1550,0.998829309160544,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.85_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
98,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.9_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.9,0.65,1550,0.998655944885508,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.9_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
99,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.95_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.95,0.65,1550,0.998453829525879,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.95_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
100,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1,0.65,1550,0.998363497466665,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
101,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.05_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.05,0.65,1550,0.998214602378951,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.05_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
102,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.1_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.1,0.65,1550,0.998126459296206,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.1_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
103,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.15_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.15,0.65,1550,0.997920100101914,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.15_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
104,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.2_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.2,0.65,1550,0.997592848010426,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.2_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
105,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.25_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.25,0.65,1550,0.997773307141306,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.25_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
106,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.3_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.3,0.65,1550,0.997647519466681,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.3_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
107,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.35_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.35,0.65,1550,0.99773276337362,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.35_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
108,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.4_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.4,0.65,1550,0.997499436569597,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.4_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
109,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.45_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.45,0.65,1550,0.997035193688451,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.45_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
110,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.5_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,1.5,0.65,1550,0.9958938273334,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_1.5_W_out_0.65_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
111,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.45_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.45,0.7,1550,1.00120889690473,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.45_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
112,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.5_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.5,0.7,1550,1.00099831333435,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.5_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
113,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.55_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.55,0.7,1550,1.00085080042582,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.55_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
114,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.6_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.6,0.7,1550,1.0004621531599,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.6_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
115,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.65_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.65,0.7,1550,1.00025413163402,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.65_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
116,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.7_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.7,0.7,1550,0.999824457466528,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.7_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
117,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.75_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.75,0.7,1550,0.999694496704952,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.75_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
118,eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.8_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501,0.8,0.7,1550,0.999421501680987,1,simulated,/data/wcli/FDTD_sim/eulersbend_opt_20260409data/dat_eulersbend_opt_20260409/eulersbend_opt_etch_angle_83_h_wg_0.22_W_in_0.8_W_out_0.7_R_min_30_total_angle_deg_30_straight_length_5_N_point_501/basic.mat
